Night,Time_Asleep,%Awake,%REM,%Non-REM,Latency,Efficiency,Efficiency_Grade
2019-03-15,8.758333333333333,14.55756422454805,17.31684110371075,68.1255946717412,0.05,85.44243577545195,B
2019-03-16,3.683333333333333,15.384615384615385,11.085972850678733,73.52941176470588,0.15833333333333333,84.61538461538461,B
2019-03-17,8.966666666666667,15.055762081784389,13.104089219330856,71.84014869888475,0.008333333333333333,84.94423791821562,B
2019-03-18,8.6,14.922480620155037,18.7015503875969,66.37596899224806,0.24166666666666667,85.07751937984496,B
2019-03-19,9.016666666666667,13.031423290203328,21.719038817005547,65.24953789279112,0.008333333333333333,86.96857670979668,B
2019-03-20,10.716666666666667,15.007776049766719,22.628304821150856,62.363919129082426,0.008333333333333333,84.99222395023328,B
2019-03-21,9.891666666666667,11.794439764111205,9.182813816343725,79.02274641954507,0.11666666666666667,88.2055602358888,B
2019-03-22,7.925,18.29652996845426,13.459516298633018,68.24395373291271,0.008333333333333333,81.70347003154575,B
2019-03-23,10.208333333333334,17.30612244897959,12.816326530612246,69.87755102040816,0.0,82.6938775510204,B
2019-03-23,3.533333333333333,13.679245283018867,12.971698113207546,73.34905660377359,0.05,86.32075471698113,B
2019-03-24,7.9,17.72151898734177,10.864978902953586,71.41350210970464,0.13333333333333333,82.27848101265822,B
2019-03-24,9.608333333333333,15.437987857762359,15.351257588898527,69.21075455333911,0.03333333333333333,84.56201214223765,B
2019-03-26,9.758333333333333,18.70196413321947,14.602903501280956,66.69513236549957,0.008333333333333333,81.29803586678052,B
2019-03-27,7.933333333333334,10.92436974789916,17.752100840336134,71.32352941176471,0.008333333333333333,89.07563025210084,B
2019-03-28,7.225,17.99307958477509,9.573241061130334,72.43367935409458,0.325,82.00692041522491,B
2019-03-28,7.366666666666666,17.986425339366516,16.176470588235293,65.83710407239819,0.175,82.01357466063348,B
2019-03-30,3.7583333333333333,13.747228381374724,6.651884700665188,79.6008869179601,0.0,86.25277161862527,B
2019-03-30,4.183333333333334,14.342629482071715,4.780876494023905,80.87649402390437,0.0,85.65737051792829,B
2019-03-31,9.108333333333333,15.004574565416284,17.840805123513267,67.15462031107045,0.0,84.99542543458372,B
2019-04-01,5.966666666666667,21.368715083798882,22.905027932960895,55.72625698324022,0.0,78.63128491620111,C
2019-04-01,10.783333333333333,11.591962905718702,14.683153013910355,73.72488408037094,0.09166666666666666,88.4080370942813,B
2019-04-03,9.158333333333333,16.65150136487716,18.016378525932666,65.33212010919017,0.11666666666666667,83.34849863512284,B
2019-04-04,6.975,16.965352449223417,18.39904420549582,64.63560334528077,0.44166666666666665,83.03464755077658,B
2019-04-04,9.141666666666667,12.76207839562443,17.41112123974476,69.82680036463081,0.05,87.23792160437557,B
